operator,addr:housenumber,addr:street,addr:city,addr:place,addr:postcode,fuel:octane_95,fuel:octane_98,fuel:diesel,fuel:lpg,fuel:CNG
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 1468,19,Krotoszyńska,Sulmierzyce,,63-750,yes,yes,yes,yes,
Kruk - Transport Danuta Kruk,33,Kobylińska,Zduny,,63-760,,,yes,,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 4246),35,Wrocławska,Zduny,,63-760,yes,yes,yes,yes,
Jespol Jessa Spółka Jawna (Fr. Orlen),2,Gostyńska,Kąkolewo,,64-121,yes,yes,yes,yes,
Firma Markowski Spółka Z Ograniczoną Odpowiedzialnością Spółka Komandytowa (Part. Lotos),5,,,KŁODA,64-130,yes,yes,yes,yes,
Kaminski Ignacy,102,Dworcowa,Krzemieniewo,,62-586,yes,,yes,yes,
"Stacje Paliw ""Jespol"" Henryk Jessa Marpol-Stacja Spółka Z Ograniczoną Odpowiedzialnością (Stacja Partnerska Marki Bp)",12,Leszczyńska,Lipno,,64-111,yes,yes,yes,yes,
"Mieszalnia Pasz, Sprzedaż Środków Do Produkcji Rolnej Stanisław Markowski",7,Leszczyńska,Lipno,,64-111,yes,yes,yes,,
Skr,1,Krzywińska,Osieczna,,64-113,yes,yes,yes,yes,
"Gminna Spółdzielnia ""Samopomoc Chłopska"" (Part. Lotos)",36A,Kościuszki,Osieczna,,64-113,yes,,yes,yes,
"Gminna Spółdzielnia ""Samopomoc Chłopska"" W Osiecznej (Part. Lotos)",2,Łoniewska,Osieczna K/Leszna,,64-113,yes,,yes,yes,
"Phu Matuz Sp Z O.O.,",1,Bramowa,Pawłowice,,64-122,yes,,yes,,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 4148),136,Dąbcze,Rydzyna,,64-130,yes,yes,yes,yes,
"Sprzedaż Paliw Płynnych ""Mo & Ja"" Anna Mocek, Zbigniew Jagodzik Spółka Jawna (Part. Lotos)",35,Balonowa,Strzyżewice,,64-100,yes,yes,yes,yes,
Jespol Jessa Spółka Z Ograniczoną Odpowiedzialnością (Stacja Franczyzowa Pkn Orlen S.A. Nr 7599),20A,Leszczyńska,Śmigiel,,64-121,yes,yes,yes,yes,
Jespol Jessa Spółka Z Ograniczoną Odpowiedzialnością (Fr. Orlen),36,Leszczyńska,Święciechowa,,64-115,yes,yes,yes,yes,
Phu Kępka Stacja Paliw,,,,ŚWIĘCIECHOWA,64-115,,,yes,,
Walkowski Stacja Paliw Jespol,2B,Śmigielska,Święciechowa,,64-115,yes,yes,yes,,
As-Bud Spółka Z Ograniczoną Odpowiedzialnością (Fr. Orlen),57,Witosa,Wijewo,,64-150,yes,yes,yes,yes,
Gronpal Sp.Z O.O.,11,Wolsztyńska,Włoszakowice,,64-140,yes,,yes,yes,
"Spółdzielnia Produkcyjno - Handlowo - Usługowa ""Wiatrak"" Włoszakowice",33,Kurpińskiego,Włoszakowice,,64-140,yes,yes,yes,yes,
Stacja Paliw Michał Chudak,46,Powstańców Wielkopolskich,Włoszakowice,,64-140,yes,,yes,,
Eko-Trans-Plus Sp.Z O.O.,16,Powstańców Wielkopolskich,Boruja Kościelna,,64-400,yes,,yes,yes,
Spółdzielnia Usługowo-Produkcyjna Kółek Rolniczych,11,Rolna,Chrzypsko Wielkie,,64-412,yes,,yes,,
Lidmerc Zakład Handlowo-Usługowy Lidia Kramer (Part. Shell),34,,,GORZYN,64-400,yes,yes,yes,yes,
"Przedsiębiorstwo Handlowo - Usługowe ""Kp"" Krzysztof Piskorski",15,Powstańców Wielkopolskich,Kwilcz,,64-420,yes,yes,yes,,
Kada Jolanta Perz Handel Paliwami Olejami Usługi,4,Usługowa,Kwilcz,,64-420,yes,,yes,,
Pphu Rychlik Dariusz Rychlik,12,Szkolna,Łowyń,,64-426,,,yes,,
Dogis Sp.Z O.O.,2,Sportowa,Łowyń,,64-426,yes,,yes,,
Stacja Paliw,37,Gen.Sikorskiego,Międzychód,,64-400,yes,,yes,,
Przedsiębiorstwo Komunikacji Samochodowej W Gorzowie Wielkopolskim Spółka Z Ograniczoną Odpowiedzialnoscią,4,Przemysłowa,Międzychód,,64-400,yes,,yes,,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 4320),3,Poznańska,Międzychód,,64-400,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 953),1,Okręg Międzychodzki,Sieraków,,64-410,yes,yes,yes,yes,
Magellan Petrolu Sp.Z O.O.,18A,,,BOLEWICKO,64-305,,,yes,,
Hurtpetrol Spółka Z Ograniczoną Odpowiedzialnościa (Total),10,Sątopska,Bukowiec,,64-333,yes,yes,yes,yes,
"Firma Auto-Naprawa Lkw Transtechnik S.C. Henryk Dyszczyk, Monika Dyszczyk",137,,,GLINNO,64-300,,,yes,,
Stacja Paliw,82,,,GROŃSKO,64-310,yes,,yes,,
Tank-Mark Spółka Z Ograniczoną Odpowiedzialnością,2,Sczanieckiej,Kuślin,,64-316,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 740),32,Nowotomyska,Lwówek,,64-430,yes,,yes,yes,
Centrum Paliw I Rozpuszczalników Sp.Z O.O.,102,Grońsko,Lwówek,,64-310,yes,yes,yes,yes,
"P.P.U.H.""Tera"" Stanisław Hała",47,Paproć,Nowy Tomyśl,,64-300,yes,,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 303),34,Kolejowa,Nowy Tomyśl,,64-300,yes,yes,yes,yes,
Stacja Paliw Petro-Eko Oil Sp. Z O.O.,,,,NOWY TOMYŚL,64-300,yes,,yes,,
"Tadeusz Lotka ""Stacja Paliw""",46,Kolejowa,Nowy Tomyśl,,64-300,yes,yes,yes,yes,
Atut Przedsiębiorstwo Wielobranżowe Sp. Z O.O. (Stacja Partnerska Marki Bp),125A,Przyłęk,Nowy Tomyśl,,64-300,yes,yes,yes,yes,
Lotos Paliwa Spółka Z Ograniczoną Odpowiedzialnością,10,Tysiąclecia,Nowy Tomyśl,,64-300,yes,yes,yes,,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 1157),70A,Porażyn,Opalenica,,64-330,yes,yes,yes,yes,
Harpia Cpn Spółka Z Ograniczoną Odpowiedzialnością,22,5-Go Stycznia,Opalenica,,64-330,yes,,yes,,
Stacja Paliw Skr,1,Leśna,Pakosław,,64-310,yes,,yes,yes,
Pal-Gaz Spółka Z Ograniczoną Odpowiedzialnością (Part. Circle),113A,,,PRZYŁĘK,64-300,yes,yes,yes,yes,
Auto-Pol-Trans Justyna Wośko Sławomir Wośko S.C.,195,Prandoty,Przyprostynia,,64-360,yes,,yes,yes,
Stacja Paliw,,,,STRZYŻEWO,64-360,yes,,yes,,
"Aksan K. Karłowska A. Karłowski, S. Karłowski, A. Karłowski S.J.",1A,,,URBANOWO,64-330,yes,,yes,yes,
Circle K Polska Spółka Z Ograniczoną Odpowiedzialnością,72,,,WOJNOWICE,64-330,yes,yes,yes,yes,
Spółdzielnia Usług Rolniczych W Zbąszyniu (Part. Circle),6,Przysiółki,Zbąszyń,,64-360,yes,,yes,yes,
"Przedsiębiorstwo Handlowe "" Oktanex "" Stacje Paliw  Przemysław Szudarek",,,,BOGDANOWO,64-600,,,,yes,
Shell Polska Spółka Z Ograniczoną Odpowiedzialnością,47D,Bogdanowo,Bogdanowo (Oborniki Wielkopolskie),,64-600,yes,,yes,yes,
Zakład Wielobranżowy Małgorzata Dąbrowska,14A,,,CIEŚLE,64-610,yes,yes,yes,yes,
Ph Oktanex Przemysław Szudarek,,,,GARBATKA,64-610,yes,yes,yes,yes,
"Bgw Wielobranżowe Przedsiebiorstwo Handlowe Sp. Z O.O., (Stacja Partnerska Marki Lotos)",23,Staszica,Oborniki,,64-600,yes,yes,yes,yes,
Takrys-Plus Spółka Z Ograniczoną Odpowiedzialnością,11,Łukowska,Oborniki,,64-600,yes,,yes,yes,
Biuro Zbytu Paliw Woźniak Spółka Z Ograniczoną Odpowiedzialnością,24,Staszica,Oborniki,,64-600,,,yes,,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 330),53,Mostowa,Oborniki,,64-600,yes,yes,yes,yes,
Hil-Gaz Paweł Hildebrański,7,Rolna,Rogoźno,,64-610,yes,yes,yes,yes,
Cepen Wągrowiec Sp.Z O.O. (Stacja Franczyzowa Pkn Orlen S.A. Nr 7470),,Al. Józefa,Rogoźno,,64-610,yes,yes,yes,yes,
Bp Europa Se Spółka Europejska Oddział W Polsce,6B,Fabryczna,Rogoźno,,64-610,yes,yes,yes,yes,
Kjm Grupa Handlowa Katarzyna Mańkowska,1B,Obornicka,Ryczywół,,64-630,yes,,yes,yes,
Cepen Wągrowiec Spółka Z Ograniczoną Odpowiedzialnością,11,Kolejowa,Ryczywół,,64-630,yes,yes,yes,yes,
Przedsiębiorstwo Jackiewicz Stacja Paliw Jackiewicz Beata (Stacja Partnerska Marki Bp),26A,Świerkówki,Wargowo (Świerkówki),,64-605,yes,yes,yes,,
Mol Polska Spółka Z Ograniczoną Odpowiedzialnością,1,Wrocławska,Antonin,,63-421,yes,,yes,yes,
Petro-Tank Spółka Jawna Czajczyńscy (Part. Bp),21,Kaliska,Fabianów,,63-460,yes,yes,yes,yes,
Szkopek - Radosław I Grzegorz Szkopek Spółka Jawna (Fr. Orlen),20A,,,GÓRZNO,63-400,yes,yes,yes,yes,
Petrozap Spółka Z Ograniczoną Odpowiedzialnością Sp. K,27,Spacerowa,Kaczor,,63-430,yes,,yes,yes,
Petrozap Spółka Z Ograniczoną Odpowiedzialnością Sp. K.,27,Spacerowa,Kaczory,,63-430,yes,,yes,yes,
Bp Europa Se Spółka Europejska Oddział W Polsce,26B,,,MAZURY,63-410,yes,yes,yes,yes,
Alicja Drobnikowska Ali-Mlek,145,Krotoszyńska,Odolanów,,63-430,yes,,yes,yes,
"Antoni Nowacki,Stacja Paliw Nowacki",78,Kaliska,Odolanów,,63-430,,,,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 742),89,Kaliska,Odolanów,,63-430,yes,yes,yes,yes,
Bp Europa Se Spółka Europejska Oddział W Polsce,15,Głogowska,Ostrów Weilkopolski,,63-400,yes,yes,yes,yes,
Orlen Spółka Akcyjna Nr 4239,76,Poznańska,Ostrów Wielkopolski,,63-400,yes,yes,yes,yes,
Bp Europa Se Spółka Europejska Oddział W Polsce,179,Krotoszyńska,Ostrów Wielkopolski,,63-400,yes,yes,yes,yes,
"Przedsieborstwo ""Ochman"" Adam Ochmann",43,Kaliska,Ostrów Wielkopolski,,63-400,yes,yes,yes,yes,
Trans-Kol Paliwa Spółka Z Ograniczoną Odpowiedzialnością,83,Poznańska,Ostrów Wielkopolski,,63-400,yes,,yes,yes,
Shell Polska Spółka Z Ograniczoną Odpowiedzialnością,104,Kaliska,Ostrów Wielkopolski,,63-400,yes,,yes,yes,
Lotos Paliwa Spółka Z Ograniczoną Odpowiedzialnością,16,Krotoszyńska,Ostrów Wielkopolski,,63-400,yes,yes,yes,yes,
Circle K Polska Spółka Z Ograniczoną Odpowiedzialnością,70,Raszkowska,Ostrów Wielkopolski,,63-400,yes,,yes,yes,
Rafaela Spółka Z Ograniczoną Odpowiedzialnością (Intermarche),168,Gen.J.Bema,Ostrów Wielkopolski,,63-400,yes,yes,yes,yes,
Kil Spółka Z Ogra Niczoną Odpowiedzialnoscią (Intermarche),30,Waryńskiego,Ostrów Wielkopolski,,63-400,yes,yes,yes,yes,
Citronex Trans Energy Spółka Z Ograniczoną Odpowiedzialnością,109,Kaliska,Ostrów Wielkopolski,,63-400,yes,,yes,yes,
Shell Polska Spółka Z Ograniczoną Odpowiedzialnością (Stacja Nr 4216),92,Wrocławska,Ostrów Wielkopolski,,63-400,yes,yes,yes,yes,
"Pphu ""Rj 7"" Remigiusz Kaxmierczak (Fr. Orlen)",3,Ofierskiego,Ostrów Wielkopolski,,63-400,yes,yes,yes,yes,
Watis Spółka Z Ograniczoną Odpowiedzialnością,105,Grabowska,Ostrów Wielkopolski,,63-400,yes,yes,yes,yes,
Bp Europa Se Spółka Europejska Oddział W Polsce,53,Strzelecka,Ostrów Wielkopolski,,63-400,yes,yes,yes,yes,
Amic Polska Spółka Z Ograniczoną Odpowiedzialnością,8A,Limanowskiego,Ostrów Wielkopolski,,63-400,yes,yes,yes,yes,
"Przedsieborstwo ""Ochman"" Adam Ochman",43C,,,PRZYBYSŁAWICE,63-440,yes,yes,yes,yes,
Shell Polska Spółka Z Ograniczoną Odpowiedzialnością,98,Wrocławska,Przygodzice,,63-421,yes,,yes,yes,
"Przedsiębiorstwo Usługowo Handlowe ""Bis"" Spółka Jawna Józef Szyszka I Jerzy Szyszka (Moya)",4B,Ostrowska,Rososzyca,,63-405,yes,,yes,yes,
Stacja Paliw Diwad,30,Strzyżew Kolonia,Sieroszewice,,63-405,yes,yes,yes,,
Petro-Pal Spółka Z Ograniczoną Odpowiedzialnościa,82,,,SOBÓTKA,63-450,yes,,yes,,
"Stacja Paliw ""Wiertelak"" Zdzisław Wiertelak, Marek Wiertelak, Marcin Wiertelak, Rafał Wiertelak Spółka Jawna",2,Ostrowska,Tarchały Wielkie,,63-430,yes,yes,yes,yes,
Eko-Oil Spółka Z Ograniczoną Odpowiedzialnoscią Spółka Komandytowa,141,,,CZAJKÓW,63-524,yes,yes,yes,yes,
Jarosław Stempin Firma Handlowo Usługowa,72,Torzeniec,Doruchów,,63-505,,,,yes,
"Przedsiębiorstwo Usługowo Handlowe Wiktoria Morawiec, Aleksandra Morawiec, Dawid Morawiec Spółka Jawna",1,Powstańców Wielkopolskich,Doruchów,,63-505,yes,,yes,yes,
Spółdzielnia Kółek Rolniczych W Doruchowie,3,Rolna,Doruchów,,63-505,yes,,yes,yes,
Petro-Pal Spółka Z Ograniczoną Odpowiedzialnoscią,14,Przemysłowa,Grabów Nad Posną,,63-520,yes,yes,yes,,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 776,23,,,GRABÓW WÓJTOSTWO,63-520,yes,,yes,yes,
Marcin Kapała,35,Wojska Polskiego,Kobyla Góra,,63-507,,,,yes,
Kwaśny Sławomir,42A,Kochłowy,Kochłowy,,63-500,,,,yes,
Prim Spółka Z Ograniczoną Odpowiedzialnośćią,15,Grabowska,Kraszewice,,63-522,yes,,yes,yes,
Pieprzyk Family Spółka Z Ograniczoną  Odpowiedzialnością,61,,,LIGOTA,63-507,yes,,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 4237,11,Przy Drodze,Niedźwiedź,,63-500,yes,yes,yes,yes,
"Iwański Andrzej, Przedsiebiorstwo Transportowe Usługowo-Handlowe ""Iwański""",70,,,OLSZYNA,63-500,,,yes,,
Durka Wiesław,60,Gen. Sikorskiego,Ostrzeszów,,63-500,,,,yes,
Spółdzielnia Transportu Wiejskiego W Ostrzeszowie,1,Składowa,Ostrzeszów,,63-500,yes,,yes,yes,
Circle K Polska Spółka Z Ograniczoną Odpowiedzialnością,41C,Gen. Sikorskiego,Ostrzeszów,,63-500,yes,yes,yes,yes,
Orlen Spółka Akcyjna Nr 1532,62,Al. Wojska Polskiego,Ostrzeszów,,63-500,yes,yes,yes,yes,
Grzegorz Przybyła,32,,,OSTRZESZÓW PUSTKOWIE,63-500,,,,yes,
"P.H.U. ""Amal"" Mieczysław Król",,4-Go,Białośliwie,,89-340,yes,,yes,yes,
Hawa Spółka Z Ograniczoną Odpowiedzialnością,,"Grabówno 52, 89-350 Miasteczko",Grabówno,,89-350,yes,yes,yes,yes,
Stacja Paliw Pelpiński,20,Śmiłowska,Kaczory K. Piły,,64-810,yes,,yes,,
Hil-Gaz Paweł Hildebrański Spółka Z Ograniczoną Odpowiedzialnoscią,4,Ks. Raczkowskiego,Łobżenica,,89-310,yes,,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 1344),32,Wyrzyska,Łobżenica,,89-310,yes,yes,yes,yes,
"Sprzedaż Paliw Płynnych ""Tom-Pal"" Tomasz Przygodziński",101,,,ŁUGI UJSKIE,64-850,yes,yes,yes,yes,
Spółka Usługowo Handlowa Mroket Elżbieta Grys Spółka Jawna,6,Dworcowa,Osiek Nad Notecią,,60-425,yes,,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 231),32,Al. Poznańska,Piła,,64-920,yes,yes,yes,yes,
Stacja Paliw Lukoil (Amic Polska Spółka Z Ograniczoną Odpowiedzialnością),93,Al. Poznańska,Piła,,64-920,yes,yes,yes,yes,
Miejski Zakład Komunikacji Spółka Z Ograniczoną Odpowiedzialnością W Pile,4,"Piła, Ul. Łączna",Piła,,64-920,,,yes,,
Gaspil Sprzedaż Gazów Technicznych Ireneusz Orzechowski,31,Ogińskiego,Piła,,64-920,,,,yes,
"Przedsiębiorstwo Wielobranżowe ""Duet"" - Andrzej Mateja",90,Kossaka,Piła,,94-931,yes,,yes,,
Shell Polska Spółka Z Ograniczoną Odpowiedzialnością,159,Powstańców Wielkopolskich,Piła,,64-900,yes,yes,yes,yes,
Stacja Paliw Lukoil (Amic Polska Spółka Z Ograniczoną Odpowiedzialnością),137A,Bydgoska,Piła,,64-920,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 1341),,Droga Do,Piła,,64-920,yes,yes,yes,yes,
F.H.U. Krystyna Jankowska,9,Lotnicza,Piła,,64-935,yes,,yes,yes,
Przedsiębiorstwo Produkcyjno-Usługowe Sezup Clima Spółka Z Ograniczoną Odpowiedzialnością (Fr. Orlen),81,Al. Wojska Polskiego,Piła,,64-920,yes,yes,yes,yes,
Lotos Paliwa Spółka Z Ograniczoną Odpowiedzialnością,,,,PIŁA,64-920,yes,,yes,yes,
Wasburg Maciej Koniec,102,Al. Powstanców Wielkopolskich,Piła,,64-920,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 862),45,Niepodległości,Piła,,64-931,yes,yes,yes,yes,
"Pphu Petrol-Hawen Jerzy Zmyślony, Aleksandra Zmyślona Sp.J.",23,Przemysłowa,Piła,,64-920,yes,,yes,yes,
Watis Spółka Z Ograniczoną Odpowiedzialnością,49C,Wojska Polskiego,Piła,,64-920,yes,yes,yes,yes,
Bp Europa Se Spółka Europejska Oddział W Polsce,167,Powstanców Wielkopolskich,Piła,,64-920,yes,yes,yes,yes,
Stacja Paliw,,,,PIŁA,64-920,yes,,yes,,
"Pphu Petrol-Hawen Jerzy Zmyślony, Aleksandra Zmyślona Sp.J. (Stacja Partnerska Marki Bp)",,,,RUDA K.WYRZYSKA,89-300,yes,yes,yes,yes,
Pw Hawa Jan Walczak,,,,STARA ŁUBIANKA,64-932,yes,yes,yes,yes,
Lotos Paliwa Spółka Z Ograniczoną Odpowiedzialnością,,Stara,Stara Łubianka,,64-932,yes,yes,yes,yes,
Przedsiębiorstwo Produkcyjno-Usługowe Sezup Clima Spółka Z Ograniczoną Odpowiedzialnością (Stacja Franczyzowa 7526),,Nowa,Szydłowo,,64-930,yes,,yes,yes,
Hawa Spółka Z Ograniczoną Odpowiedzialnością,,,,SZYDŁOWO,64-930,yes,yes,yes,yes,
P.P.H.U. Auto-Fart Zygmunt Dulemba,,,,UJŚCIE,64-850,,,,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 4421),40,Bydgoska,Wyrzysk,,89-300,yes,yes,yes,yes,
Hawa Spółka Z Ograniczoną Odpowiedzialnością,,Powstańców,Wysoka,,89-320,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 1369,54,Pleszewska,Chocz,,63-313,yes,,yes,yes,
Kwitowski Paliwa Spółka Z Ograniczoną Odpowiedzialnością,2,Wrzesińska,Gizałki,,62-308,yes,yes,yes,yes,
"Spółka Jawna T&J Tyrakowski, Jachnik, (Stacja Partnerska Marki Lotos)",1,Zamoyskich,Gołuchów,,63-322,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 437),6,Jarocińska,Kowalew,,63-300,yes,yes,yes,yes,
Eksport-Import Auto-Handel - Dariusz Markiewicz,49B,,,PIEKARZEW,63-300,,,,yes,
Przedsiębiorstwo Handlowo-Usługowe Aramir Sp. Z O.O. Sp.K.,33,Piaski,Pleszew,,63-300,yes,,yes,yes,
Pieprzyk Family Spółka Z Ograniczoną  Odpowiedzialnością,4A,Wyspiańskiego,Pleszew,,63-301,yes,yes,yes,yes,
Firma Handlowa Piotrex Piotr Kubiak,1,Komunalnych,Pleszew,,63-301,yes,,yes,yes,
"Przedsiębiorstwo Handlowo-Usługowe Aramir Sp. J., Artur Jenerowicz,Mirosław Ryfa, (Stacja Franczyzowa Pkn Orlen S.A. Nr 7484)",16,Lipowa,Pleszew,,63-600,yes,yes,yes,yes,
"Sp J T & J Tyrakowski, Jachnik, (Stacja Partnerska Marki Lotos)",136,Poznańska,Pleszew,,63-300,yes,,yes,yes,
"Przedsieborstwo ""Ochman"" Adam Ochman",109A,Kaliska,Pleszew,,63-300,yes,yes,yes,yes,
Chenczke Energy Sp.Z O.O. (Part. Bp),4,Pleszewska,Pleszew (Brzezie),,63-300,yes,yes,yes,yes,
Orle Mont - Bud Spółka Z Ograniczoną Odpowiedzialnością,2,Strzałkowska,Witkowo,,62-230,,,yes,,
Phu Natalia Kaczmarek,2,Jesionowa,Biedrusko,,62-003,yes,yes,yes,yes,
Hawa Spółka Akcyjna,1,Mieszka I,Biskupice,,62-007,yes,,yes,yes,
"Paweł Spaloniak, Przemysław Spaloniak - Wspólnicy Spółki Cywilnej (Part. Shell)",3,Poznańska,Bolechowo,,62-005,yes,yes,yes,yes,
"Elżbieta Krystkowiak-Jerczyńska, Bar Na Gazie",1,Kolejowa,Brzeźno,,62-025,,,,yes,
Shell Polska Spółka Z Ograniczoną Odpowiedzialnością,15,Kostrzyńska,Brzeźno,,62-025,yes,,yes,yes,
Amic Polska Spółka Z Ograniczoną Odpowiedzialnością,24A,Kostrzyńska,Brzeźno,,60-025,yes,,yes,yes,
"P.P.U.H. ""Tera"" Stanisław Hała",43,Dobieżyńska,Buk,,64-320,yes,,yes,yes,
Watis Polska Spółka Z Ograniczoną Odpowiedzialnością,23,,,BYLIN,63-005,yes,yes,yes,yes,
Spółdzielnia Usłóg Rolniczych W Rokietnicy (Fr. Orlen),11,Szamotulska,Cerekwica,,62-090,yes,,yes,yes,
Mol Polska Spółka Z Ograniczoną Odpowiedzialnością,25,Szosa Poznańska,Chludowo,,62-001,yes,yes,yes,yes,
Przedsiębiorstwo Wielobranżowe Transkom Spółka Z Ograniczoną Odpowiedzialnością,2,Gdyńska,Czerwonak,,62-004,yes,,yes,yes,
Phu Kaczmarek Maciej,1,Polna,Dąbrówka,,62-070,yes,yes,yes,yes,
Mikstol Mikołaj Powidzki Spółka Komandytowa,,"Dziećmierowo, Ul. Katowicka 43, 62-035",Dziećmierowo,,62-035,yes,yes,yes,yes,
Shell Polska Spółka Z Ograniczoną Odpowiedzialnością (Stacja Nr 4014),1,Jaryszki,Jaryszki (Gądki),,62-023,yes,yes,yes,yes,
Bp Europa Se Spółka Europejska Oddział W Polsce,55,Poznańska,Jasin,,60-020,yes,yes,yes,yes,
Shell Polska Spółka Z Ograniczoną Odpowiedzialnością,8,Poznańska,Jasin,,62-020,yes,yes,yes,yes,
Bp Europa Se Spółka Europejska Oddział W Polsce,9,Dojazd,Kiekrz,,62-090,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 4137,48,Poznańska,Kobylnica,,62-006,yes,yes,yes,yes,
"Stacja Paliw ""Hadex Gaz""",152,Poznańska,Komorniki,,62-052,,,,yes,
Mat - Oil Spółka Z Ograniczoną Odpowiedzialnością,1,Zakładowa,Komorniki,,62-052,yes,yes,yes,,
"Mikołaj Powidzki ""Mikstol"" P.P.H.U.",5,Matowa,Komorniki,,62-052,yes,,yes,,
Orlen Spółka Akcyjna Nr 599,24,Kościuszki,Kostrzyn,,62-025,yes,,yes,,
Hawa Spółka Akcyjna,1,Poznańska,Kostrzyn,,62-025,yes,yes,yes,yes,
Pw Transkom Sp.Z O.O.,,,,KOZIEGŁOWY,62-028,yes,,yes,yes,
Przedsiębiorstwo Wielobranżowe Transkom Spółka Z Ograniczoną Odpowiedzialnością,1,Piaskowa,Koziegłowy,,62-028,,,yes,,
Mz Trade Michał Kuliński Spółka Jawna (Part. Lotos),22A,Śremska,Kórnik,,62-035,yes,yes,yes,yes,
Orlen Spółka Akcyjna Nr 576,20,Średzka,Kórnik,,62-035,yes,yes,yes,yes,
Automative Fuels Services Spółka Z Ograniczoną Odpowiedzialnością,59CD,Główna,Krosno,,62-050,yes,,yes,,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 4058,,"Mop, Trasa",Krzyżowniki,,63-005,yes,yes,yes,yes,
Mol Polska Spółka Z Ograniczoną Odpowiedzialnością,58,Armii Poznań,Luboń,,62-032,yes,yes,yes,yes,
Przedsiębiorstwo Handlowo Usługowe - Zimliński Marek Zimliński,49,Armi Poznań,Luboń,,62-030,,,yes,,
Shell Polska Spółka Z Ograniczoną Odpowiedzialnością,68,Żabikowska,Luboń,,62-030,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 1528),25,Sobieskiego,Luboń,,62-031,yes,yes,yes,yes,
"Firma Witt, Robert Witt",7,Dworcowa,Łęczyca,,62-052,,,,yes,
Spółdzielnia Kółek Rolniczych W Stęszewie,,,,MODRZE,62-063,yes,yes,yes,,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 665),3,Mocka,Mosina,,62-050,yes,yes,yes,yes,
Firma Handlowo Usługowa Natalia Prymowicz,40,Gnieźnieńska,Murowana Goślina,,62-095,yes,,yes,yes,
Orlen Spółka Akcyjna Nr 602,63,Poznańska,Murowana Goślina,,62-095,yes,yes,yes,yes,
Firma Handlowo Usługowa Natalia Prymowicz,40,Gnieźnieńska,Murowana Goślna,,62-096,yes,,yes,yes,
"Mikołaj Powidzki ""Mikstol"" P.P.H.U",2,Brzozowa,Niepruszewo,,64-320,yes,,yes,yes,
Bp Europa Se Spółka Europejska Oddział W Polsce,24,Brzozowa,Niepruszewo,,64-320,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 4435,43,Kolejowa,Plewiska,,62-064,yes,yes,yes,yes,
Orlen Spółka Akcyjna Nr 4466,43,Kostrzyńska,Pobiedziska,,62-010,yes,yes,yes,yes,
Mat - Oil Spółka Z Ograniczoną Odpowiedzialnością,54,Poznańska,Pobiedziska,,62-010,yes,yes,yes,yes,
Hawa Spółka Akcyjna,2B,Fabryczna,Pobiedziska,,62-010,yes,yes,yes,yes,
Hawa Spółka Akcyjna,25,,,POMARZANOWICE,62-010,yes,,yes,yes,
Zakład Gazowniczy,429,Głogowska,Poznań,,60-004,,,,,yes
Shell Polska Spółka Z Ograniczoną Odpowiedzialnością,41,Poznańska,Przeźmierowo,,62-081,yes,yes,yes,yes,
Rondo Park Sp.Z O.O. Spółka Komandytowa (Part. Bp),46,Bukowska,Przeźmierowo,,62-081,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 1466),119,Rynkowa,Przeźmierowo,,62-081,yes,yes,yes,yes,
Bl Group Sp. Z O.O.,2,Rzemieślnicza,Przeźmierowo,,62-081,,,,yes,
Marek Ohnsorge Firma Handlowa Ohnsorge,108,"Puszczykowo, Ul. Poznańska",Puszczykowo,,62-040,,,,yes,
