LP.;RODZAJ PODMIOTU;NAZWA;ADRES;MIEJSCOWOŚĆ;KOD POCZTOWY;WOJEWÓDZTWO;POWIAT;RON95;RON98;ON;BIOES;B20;E10;BIO2;BIO3;BIO4;LPG;CNG
6806;STACJA PALIW;CIRCLE K POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;SZARYCH SZEREGÓW 3;KATOWICE;40-750;ŚLĄSKIE;KATOWICE;X;;X;;;;;;;X;
6807;STACJA PALIW;LOTOS PALIWA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ (STACJA NR 257);KOŚCIUSZKI 259;KATOWICE;40-749;ŚLĄSKIE;KATOWICE;X;X;X;;;;;;;X;
6808;STACJA PALIW;STACJA PALIW POZYTON SP. Z O.O.;KORFANTEGO 135;KATOWICE;40-156;ŚLĄSKIE;KATOWICE;X;;X;;;;;;;;
6809;STACJA PALIW;SHELL POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;LIGOCKA 125;KATOWICE;40-568;ŚLĄSKIE;KATOWICE;X;;X;;;;;;;X;
6810;STACJA PALIW;BP EUROPA SE SPÓŁKA EUROPEJSKA ODDZIAŁ W POLSCE;GÓRNOŚLĄSKA 40;KATOWICE;40-511;ŚLĄSKIE;KATOWICE;X;X;X;;;;;;;X;
6811;STACJA PALIW;SHELL POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;TRASA REŃCÓW 28;KATOWICE;40-879;ŚLĄSKIE;KATOWICE;X;;X;;;;;;;;
6812;STACJA PALIW;PRZEDSIĘBIORSTWO KOMUNIKACJI MIEJSKIEJ KATOWICE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;MICKIEWICZA 59;KATOWICE;40-085;ŚLĄSKIE;KATOWICE;;;X;;;;;;;;
6813;STACJA PALIW;ANWIM SPÓŁKA AKCYJNA (MOYA);OBROKI 52;KATOWICE;40-883;ŚLĄSKIE;KATOWICE;X;;X;;;;;;;X;
6814;STACJA PALIW;AMIC POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;BRACKA 4;KATOWICE;40-858;ŚLĄSKIE;KATOWICE;X;X;X;;;;;;;X;
6815;STACJA PALIW;PRZEDSIEBIORSTWO KOMUNIAKCJI MIEJSKIEJ SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;FRANCUSKA 78;KATOWICE;40-507;ŚLĄSKIE;KATOWICE;X;;X;;;;;;;;
6816;STACJA PALIW;STACJA PALIW YOSHI;ROŹDZIEŃSKIEGO 201;KATOWICE;40-315;ŚLĄSKIE;KATOWICE;X;X;X;;;;;;;;
6817;STACJA PALIW;POCZTA POLSKA SPÓŁKA AKCYJNA;ROLNA 7;KATOWICE;40-555;ŚLĄSKIE;KATOWICE;;;X;;;;;;;;
6818;STACJA PALIW;POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA NR 1198;ROŹDZIEŃSKIEGO 194;KATOWICE;40-900;ŚLĄSKIE;KATOWICE;X;X;X;;;;;;;X;
6819;STACJA PALIW;POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA NR 428;MURCKOWSKA 22;KATOWICE;40-265;ŚLĄSKIE;KATOWICE;X;X;X;;;;;;;X;
6820;STACJA PALIW;ORLEN SPÓŁKA AKCYJNA NR 4022;BOCHEŃSKIEGO 64;KATOWICE;40-847;ŚLĄSKIE;KATOWICE;X;X;X;;;;;;;X;
6821;STACJA PALIW;SHELL POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;ROŹDZIEŃSKIEGO 210;KATOWICE;40-315;ŚLĄSKIE;KATOWICE;X;X;X;;;;;;;X;
6822;STACJA PALIW;MOL POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;MIKOŁOWSKA 58;KATOWICE;40-063;ŚLĄSKIE;KATOWICE;X;X;X;;;;;;;;
6823;STACJA PALIW;AMIC POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;BYTKOWSKA 105;KATOWICE;40-148;ŚLĄSKIE;KATOWICE;X;;X;;;;;;;X;
6824;STACJA PALIW;BP EUROPA SE SPÓŁKA EUROPEJSKA ODDZIAŁ W POLSCE;FRANCUSKA 40;KATOWICE;40-027;ŚLĄSKIE;KATOWICE;X;X;X;;;;;;;X;
6825;STACJA PALIW;BP EUROPA SE SPÓŁKA EUROPEJSKA ODDZIAŁ W POLSCE;ALEJA WALENTEGO ROŹDZIEŃSKIEGO 14;KATOWICE;40-201;ŚLĄSKIE;KATOWICE;X;X;X;;;;;;;X;
6826;STACJA PALIW;BP EUROPA SE SPÓŁKA EUROPEJSKA ODDZIAŁ W POLSCE;KORFANTEGO 101;KATOWICE;40-160;ŚLĄSKIE;KATOWICE;X;X;X;;;;;;;X;
6827;STACJA PALIW;POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA NR 197;ROŹDZIEŃSKIEGO 102;KATOWICE;40-226;ŚLĄSKIE;KATOWICE;X;X;X;;;;;;;X;
6828;STACJA PALIW;BP EUROPA SE SPÓŁKA EUROPEJSKA ODDZIAŁ W POLSCE;KOŚCIUSZKI 189;KATOWICE;40-525;ŚLĄSKIE;KATOWICE;X;X;X;;;;;;;X;
6829;STACJA PALIW;SHELL POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;MIKOŁOWSKA 23A;KATOWICE;40-074;ŚLĄSKIE;KATOWICE;X;;X;;;;;;;X;
6830;STACJA PALIW;PRZEDSIĘBIORSTWO HANDLOWO USŁUGOWE "TRANS-OIL" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;ROŹDZIEŃSKIEGO 188B;KATOWICE;40-203;ŚLĄSKIE;KATOWICE;X;;X;;;;;;;X;
6831;STACJA PALIW;"AUTO-EKO-GAZ  MACIEJKOWICZ ELŻBIETA,GANCARCZYK IWONA,GANCARCZYK WŁADYSŁAW - SPÓŁKA JAWNA";OBRZEŻNA PÓŁNOCNA 15;MYSŁOWICE;;ŚLĄSKIE;MYSŁOWICE;;;;;;;;;;X;
6832;STACJA PALIW;STACJA LPG;BOŃCZYKA;MYSŁOWICE;41-406;ŚLĄSKIE;MYSŁOWICE;;;;;;;;;;X;
6833;STACJA PALIW;STACJA LPG;FABRYCZNA   5A;MYSŁOWICE;41-404;ŚLĄSKIE;MYSŁOWICE;;;;;;;;;;X;
6834;STACJA PALIW;STACJA LPG;KATOWICKA 58;MYSŁOWICE;41-400;ŚLĄSKIE;MYSŁOWICE;;;;;;;;;;X;
6835;STACJA PALIW;WOJCIECH JAGIEŁA, ŁUKASZ WSZOŁEK - WSPÓLNICY SPÓŁKI CYWILNEJ;ŚWIERCZYNY 72;MYSŁOWICE;41-400;ŚLĄSKIE;MYSŁOWICE;X;;X;;;;;;;X;
6836;STACJA PALIW;POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA (STACJA NR 4080);OŚWIĘCIMSKA 50;MYSŁOWICE;41-400;ŚLĄSKIE;MYSŁOWICE;X;X;X;;;;;;;X;
6837;STACJA PALIW;FH A.KUCZ;OŚWIĘCIMSKA 56;MYSŁOWICE;41-400;ŚLĄSKIE;MYSŁOWICE;X;;X;;;;;;;X;
6838;STACJA PALIW;SHELL POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ (STACJA NR 7801);KATOWICKA 45;MYSŁOWICE;41-400;ŚLĄSKIE;MYSŁOWICE;X;;X;;;;;;;;
6839;STACJA PALIW;P.H.U. "TRANS-OIL" SP. Z O.O.;MIKOŁOWSKA 31;MYSŁOWICE;41-400;ŚLĄSKIE;MYSŁOWICE;X;;X;;;;;;;;
6840;STACJA PALIW;TRANS-LOGISTIC SP.Z O.O.;FABRYCZNA 7;MYSŁOWICE;41-404;ŚLĄSKIE;MYSŁOWICE;;;X;;;;;;;;
6841;STACJA PALIW;TANKSZTELA;KOLEJOWA 2;MYSŁOWICE;41-400;ŚLĄSKIE;MYSŁOWICE;X;;X;;;;;;;X;
6842;STACJA PALIW;POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA NR 167;KATOWICKA 77;MYSŁOWICE;41-400;ŚLĄSKIE;MYSŁOWICE;X;X;X;;;;;;;X;
6843;STACJA PALIW;BP EUROPA SE SPÓŁKA EUROPEJSKA ODDZIAŁ W POLSCE;KATOWICKA;MYSŁOWICE;41-400;ŚLĄSKIE;MYSŁOWICE;X;;X;;;;;;;X;
6844;STACJA PALIW;SHELL POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;KATOWICKA 35;MYSŁOWICE;41-400;ŚLĄSKIE;MYSŁOWICE;X;;X;;;;;;;X;
6845;STACJA PALIW;MIĘDZYNARODOWY TRANSPORT DROGOWY I SPEDYCJA "OLMA" ELŻBIETA MASTALERZ MAREK MASTALERZ SPÓŁKA;OBRZEŹNA PÓŁNOCNA 24;MYSŁOWICE;41-400;ŚLĄSKIE;MYSŁOWICE;X;;X;;;;;;;;
6846;STACJA PALIW;"AMIGO";PCK;MYSŁOWICE;41-409;ŚLĄSKIE;MYSŁOWICE;X;;X;;;;;;;;
6847;STACJA PALIW;FHU REM;KAROLA MIARKI 34A;MYSŁOWICE;41-400;ŚLĄSKIE;MYSŁOWICE;X;;X;;;;;;;;
6848;STACJA PALIW;STACJA  LPG;PCK;MYSŁOWICE- KRASOWY;41-409;ŚLĄSKIE;MYSŁOWICE;;;;;;;;;;X;
6849;STACJA PALIW;STACJA LPG;ORŁA BIAŁEGO 58;MYSŁOWICE- KRASOWY;41-409;ŚLĄSKIE;MYSŁOWICE;;;;;;;;;;X;
6850;STACJA PALIW;STACJA LPG;KOLEJOWA  2A;MYSŁOWICE-BRZĘCZKOWICE;41-412;ŚLĄSKIE;MYSŁOWICE;;;;;;;;;;X;
6851;STACJA PALIW;STACJA LPG;GAGARINA  47A;MYSŁOWICE-KOSZTOWY;41-409;ŚLĄSKIE;MYSŁOWICE;;;;;;;;;;X;
6852;STACJA PALIW;CIRCLE K POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;BYTOMSKA 41A;PIEKARY ŚLĄSKIE;41-940;ŚLĄSKIE;PIEKARY ŚLĄSKIE;X;X;X;;;;;;;X;
6853;STACJA PALIW;STACJA PALIW  LPG;KONARSKIEGO  1;PIEKARY ŚLĄSKIE;41-944;ŚLĄSKIE;PIEKARY ŚLĄSKIE;;;;;;;;;;X;
6854;STACJA PALIW;WASBRUK SP. Z O.O.;ŚLĄSKA;PIEKARY ŚLĄSKIE;41-943;ŚLĄSKIE;PIEKARY ŚLĄSKIE;;;;;;;;;;X;
6855;STACJA PALIW;VIVA INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;KS. JANA FRENZLA 11;PIEKARY ŚLĄSKIE;41-946;ŚLĄSKIE;PIEKARY ŚLĄSKIE;X;X;X;;;;;;;X;
6856;STACJA PALIW;BP EUROPA SE SPÓŁKA EUROPEJSKA ODDZIAŁ W POLSCE;BYTOMSKA 50;PIEKARY ŚLĄSKIE;41-940;ŚLĄSKIE;PIEKARY ŚLĄSKIE;X;X;X;;;;;;;X;
6857;STACJA PALIW;EKOPOL GÓRNOŚLĄSKI HOLDING SPÓŁKA AKCYJNA;GRANICZNA 7;PIEKARY ŚLĄSKIE;41-940;ŚLĄSKIE;PIEKARY ŚLĄSKIE;;;X;;;;;;;;
6858;STACJA PALIW;PW MAX JADWIGA HARMUSZKIEWICZ;ZAKŁADOWA 4;PIEKARY ŚLĄSKIE;41-940;ŚLĄSKIE;PIEKARY ŚLĄSKIE;;;X;;;;;;;;
6859;STACJA PALIW;"WASBRUK" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;KS. JANA FRENZLA 12;PIEKARY ŚLĄSKIE;41-940;ŚLĄSKIE;PIEKARY ŚLĄSKIE;X;;X;;;;;;;X;
6860;STACJA PALIW;POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA (STACJA NR 746);BYTOMSKA 359;PIEKARY ŚLĄSKIE;41-940;ŚLĄSKIE;PIEKARY ŚLĄSKIE;X;X;X;;;;;;;X;
6861;STACJA PALIW;FIRMA HANDLOWO-USŁUGOWA CIELMA - JÓZEF CIELMA;NA PIASKI 79;RUDA ŚLĄSKA;41-711;ŚLĄSKIE;RUDA ŚLĄSKA;;;;;;;;;;X;
6862;STACJA PALIW;LOTOS PALIWA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;1-GO MAJA 358;RUDA ŚLĄSKA;41-710;ŚLĄSKIE;RUDA ŚLĄSKA;X;X;X;;;;;;;X;
6863;STACJA PALIW;ORLEN SPÓŁKA AKCYJNA NR 4081;KATOWICKA 28;RUDA ŚLĄSKA;41-710;ŚLĄSKIE;RUDA ŚLĄSKA;X;X;X;;;;;;;X;
6864;STACJA PALIW;PHOENIX-BUSINESS SP. Z O.O.;KALINOWA 9;RUDA ŚLĄSKA;41-703;ŚLĄSKIE;RUDA ŚLĄSKA;;;X;;;;;;;;
6865;STACJA PALIW;ANWIM SPÓŁKA AKCYJNA;PIASTOWSKA 2A;RUDA ŚLĄSKA;41-700;ŚLĄSKIE;RUDA ŚLĄSKA;X;;X;;;;;;;X;
6866;STACJA PALIW;CIRCLE K POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;GÓRNOŚLĄSKA 18;RUDA ŚLĄSKA;41-717;ŚLĄSKIE;RUDA ŚLĄSKA;X;;X;;;;;;;X;
6867;STACJA PALIW;"LOTOS PALIWA" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;RADOSZOWSKA 4A;RUDA ŚLĄSKA;41-707;ŚLĄSKIE;RUDA ŚLĄSKA;X;X;X;;;;;;;X;
6868;STACJA PALIW;SHELL POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ (STACJA NR 3068);ALEJA PIASTÓW ŚLĄSKICH 10;RUDA ŚLĄSKA;41-710;ŚLĄSKIE;RUDA ŚLĄSKA;X;X;X;;;;;;;X;
6869;STACJA PALIW;SHELL POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ (STACJA NR 3067);ALEJA PIASTÓW ŚLĄSKICH 11;RUDA ŚLĄSKA;41-706;ŚLĄSKIE;RUDA ŚLĄSKA;X;X;X;;;;;;;X;
6870;STACJA PALIW;POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA NR 4082;OŚWIĘCIMSKA 138;RUDA ŚLĄSKA;41-707;ŚLĄSKIE;RUDA ŚLĄSKA;X;X;X;;;;;;;X;
6871;STACJA PALIW;POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA NR 4431;ZABRZAŃSKA 27;RUDA ŚLĄSKA;41-700;ŚLĄSKIE;RUDA ŚLĄSKA;X;X;X;;;;;;;X;
6872;STACJA PALIW;BP EUROPA SE SPÓŁKA EUROPEJSKA ODDZIAŁ W POLSCE;AL. POWSTAŃCÓW ŚLĄSKICH 45;RUDA ŚLĄSKA;41-700;ŚLĄSKIE;RUDA ŚLĄSKA;X;X;X;;;;;;;X;
6873;STACJA PALIW;POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA (STACJA NR 274);PIASTOWSKA 22;RUDA ŚLĄSKA;41-700;ŚLĄSKIE;RUDA ŚLĄSKA;X;;X;;;;;;;;
6874;STACJA PALIW;POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA (STACJA NR 1394);ASFALTOWA 3;RUDA ŚLĄSKA;41-708;ŚLĄSKIE;RUDA ŚLĄSKA;X;X;X;;;;;;;X;
6875;STACJA PALIW;BP EUROPA SE SPÓŁKA EUROPEJSKA ODDZIAŁ W POLSCE;1-GO MAJA 299;RUDA ŚLĄSKA;41-710;ŚLĄSKIE;RUDA ŚLĄSKA;X;X;X;;;;;;;;
6876;STACJA PALIW;FIRMA "TED" TADEUSZ BLUSZCZ;PIŁSUDSKIEGO 165;RUDA ŚLĄSKA;41-707;ŚLĄSKIE;RUDA ŚLĄSKA;X;X;X;;;;;;;X;
6877;STACJA PALIW;SHELL POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;OBROŃCÓW WESTERPLATTE 22;RUDA ŚLĄSKA;41-710;ŚLĄSKIE;RUDA ŚLĄSKA;X;X;X;;;;;;;X;
6878;STACJA PALIW;BP EUROPA SE SPÓŁKA EUROPEJSKA ODDZIAŁ W POLSCE;1-GO MAJA 29;RUDA ŚLĄSKA;41-706;ŚLĄSKIE;RUDA ŚLĄSKA;X;X;X;;;;;;;;
6879;STACJA PALIW;USŁUGI TRANSPORTOWE HANDEL WATRANS WŁADYSŁAW KĄDZIOŁKA;NIEDURNEGO 81;RUDA ŚLĄSKA;41-703;ŚLĄSKIE;RUDA ŚLĄSKA;X;;X;;;;;;;X;
6880;STACJA PALIW;CIRCLE K POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;KS. NIEDZIELI;RUDA ŚLĄSKA;41-710;ŚLĄSKIE;RUDA ŚLĄSKA;X;X;X;;;;;;;X;
6881;STACJA PALIW;FENIX SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;ZABRZAŃSKA 17;RUDA ŚLĄSKA;41-700;ŚLĄSKIE;RUDA ŚLĄSKA;X;;X;;;;;;;X;
6882;STACJA PALIW;TENDD” PRZEDSIĘBIORSTWO HANDLOWO USŁUGOWE;CHWAŁOWICKA;RYBNIK;44-206;ŚLĄSKIE;RYBNIK;;;;;;;;;;X;
6883;STACJA PALIW;TENDD” PRZEDSIĘBIORSTWO HANDLOWO USŁUGOWE;ENERGETYKÓW;RYBNIK;44-217;ŚLĄSKIE;RYBNIK;;;;;;;;;;X;
6884;STACJA PALIW;SHELL NR R3053;BUDOWLANYCH 72;RYBNIK;44-217;ŚLĄSKIE;RYBNIK;X;;X;;;;;;;X;
6885;STACJA PALIW;AMIC POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;WODZISŁAWSKA 181;RYBNIK;44-200;ŚLĄSKIE;RYBNIK;X;;X;;;;;;;X;
6886;STACJA PALIW;ANWIM SPÓŁKA AKCYJNA (MOYA);KOTUCZA 35;RYBNIK;44-200;ŚLĄSKIE;RYBNIK;X;;X;;;;;;;;
6887;STACJA PALIW;POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA (STACJA NR 248);WYZWOLENIA 44;RYBNIK;44-200;ŚLĄSKIE;RYBNIK;X;X;X;;;;;;;X;
6888;STACJA PALIW;BP EUROPA SE SPÓŁKA EUROPEJSKA ODDZIAŁ W POLSCE;SIENKIEWICZA 45;RYBNIK;44-203;ŚLĄSKIE;RYBNIK;X;X;X;;;;;;;X;
6889;STACJA PALIW;SHELL POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;CHWAŁOWICKA 1;RYBNIK;44-200;ŚLĄSKIE;RYBNIK;X;X;X;;;;;;;X;
6890;STACJA PALIW;MOL POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;GLIWICKA 31;RYBNIK;40-226;ŚLĄSKIE;RYBNIK;X;X;X;;;;;;;X;
6891;STACJA PALIW;CIRCLE K POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;3-GO MAJA 37;RYBNIK;44-200;ŚLĄSKIE;RYBNIK;X;X;X;;;;;;;X;
6892;STACJA PALIW;"CARREFOUR POLSKA" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;GLIWICKA 45;RYBNIK;44-200;ŚLĄSKIE;RYBNIK;X;X;X;;;;;;;X;
6893;STACJA PALIW;BP EUROPA SE SPÓŁKA EUROPEJSKA ODDZIAŁ W POLSCE;RACIBORSKA 121;RYBNIK;44-250;ŚLĄSKIE;RYBNIK;X;X;X;;;;;;;X;
6894;STACJA PALIW;STACJA PALIW PW MINKUS;MIKOŁOWSKA 107;RYBNIK;44-200;ŚLĄSKIE;RYBNIK;;;X;;;;;;;;
6895;STACJA PALIW;"H.B. CRAB" SPÓŁKA JAWNA, STACJA PALIW ZAJĄC ADAM, BĄK PAWEŁ, PIESTRAK KRZYSZTOF;ŻORSKA 322;RYBNIK;44-215;ŚLĄSKIE;RYBNIK;X;X;X;;;;;;;X;
6896;STACJA PALIW;"H.B. CRAB" SPÓŁKA JAWNA, STACJA PALIW ZAJĄC ADAM, BĄK PAWEŁ, PIESTRAK KRZYSZTOF;NIEPODLEGŁOŚCI 3;RYBNIK;44-274;ŚLĄSKIE;RYBNIK;X;X;X;;;;;;;X;
6897;STACJA PALIW;CIRCLE K POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;KOTUCZA 51;RYBNIK;44-200;ŚLĄSKIE;RYBNIK;X;;X;;;;;;;;
6898;STACJA PALIW;CIRCLE K POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;WODZISŁAWSKA 180;RYBNIK;44-218;ŚLĄSKIE;RYBNIK;X;;X;;;;;;;X;
6899;STACJA PALIW;POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA (STACJA NR 25);GLIWICKA 196;RYBNIK;44-207;ŚLĄSKIE;RYBNIK;X;X;X;;;;;;;X;
6900;STACJA PALIW;POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA NR 11;PIŁSUDSKIEGO 2A;RYBNIK;44-200;ŚLĄSKIE;RYBNIK;X;X;X;;;;;;;;
6901;STACJA PALIW;AMIC POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;ŻORSKA 60;RYBNIK;44-200;ŚLĄSKIE;RYBNIK;X;X;X;;;;;;;X;
6902;STACJA PALIW;BP EUROPA SE SPÓŁKA EUROPEJSKA ODDZIAŁ W POLSCE;KOTUCZA / BUDOWLANYCH;RYBNIK;44-200;ŚLĄSKIE;RYBNIK;X;X;X;;;;;;;X;
6903;STACJA PALIW;BP EUROPA SE SPÓŁKA EUROPEJSKA ODDZIAŁ W POLSCE;SYBIRAKÓW 1;RYBNIK;44-200;ŚLĄSKIE;RYBNIK;X;X;X;;;;;;;X;
6904;STACJA PALIW;LOTOS PALIWA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;ŻORSKA 83;RYBNIK;44-203;ŚLĄSKIE;RYBNIK;X;X;X;;;;;;;X;
6905;STACJA PALIW;P.H.U. PETRONAFT LESZEK;BUDOWLANA 19;SIEMIANOWICE ŚLĄSKIE;41-100;ŚLĄSKIE;SIEMIANOWICE ŚLĄSKIE;X;;X;;;;;;;;
6906;STACJA PALIW;STACJA PALIW MOYA NR 168;PLAC PIOTRA SKARGI 2;SIEMIANOWICE ŚLĄSKIE;41-100;ŚLĄSKIE;SIEMIANOWICE ŚLĄSKIE;X;X;X;;;;;;;X;
6907;STACJA PALIW;"LOTOS PALIWA" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;MYSŁOWICKA 1;SIEMIANOWICE ŚLĄSKIE;41-100;ŚLĄSKIE;SIEMIANOWICE ŚLĄSKIE;X;X;X;;;;;;;X;
6908;STACJA PALIW;CIRCLE K POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;ALFREDA KAPICY 10C;SIEMIANOWICE ŚLĄSKIE;41-100;ŚLĄSKIE;SIEMIANOWICE ŚLĄSKIE;X;;X;;;;;;;X;
6909;STACJA PALIW;FENIX ALONA DOROKHOVA;MYSŁOWICKA;SIEMIANOWICE ŚLĄSKIE;41-107;ŚLĄSKIE;SIEMIANOWICE ŚLĄSKIE;;;;;;;;;;X;
6910;STACJA PALIW;ORLEN SPÓŁKA AKCYJNA NR 782;KATOWICKA 34;SIEMIANOWICE ŚLĄSKIE;41-100;ŚLĄSKIE;SIEMIANOWICE ŚLĄSKIE;X;;X;;;;;;;X;
6911;STACJA PALIW;POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA (STACJA NR 27);WYZWOLENIA 16;SIEMIANOWICE ŚLĄSKIE;41-103;ŚLĄSKIE;SIEMIANOWICE ŚLĄSKIE;X;X;X;;;;;;;X;
6912;STACJA PALIW;LOTOS PALIWA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;WROCŁAWSKA 13;SIEMIANOWICE ŚLĄSKIE;41-103;ŚLĄSKIE;SIEMIANOWICE ŚLĄSKIE;X;X;X;;;;;;;X;
6913;STACJA PALIW;SOBIERAJ WŁODZIMIERZ "SOB-POL" PRZEDSIEBIORSTWO WIELOBRANŻOWE SOBIERAJ WŁODZIMIERZ;MICHAŁKOWICKA 103;SIEMIANOWICE ŚLĄSKIE;41-100;ŚLĄSKIE;SIEMIANOWICE ŚLĄSKIE;;;X;;;;;;;;
6914;STACJA PALIW;ANWIM SPÓŁKA AKCYJNA;ŚLĄSKA 104;SIEMIANOWICE ŚLĄSKIE;41-100;ŚLĄSKIE;SIEMIANOWICE ŚLĄSKIE;X;X;X;;;;;;;X;
6915;STACJA PALIW;POLSKI KONCERN NAFTOWY ORLEN SPÓŁKA AKCYJNA (STACJA NR 224);11-LISTOPADA 77A;SOSNOWIEC;41-200;ŚLĄSKIE;SOSNOWIEC;X;X;X;;;;;;;X;
6916;STACJA PALIW;CIRCLE K POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;WAWEL  16;SOSNOWIEC;41-200;ŚLĄSKIE;SOSNOWIEC;X;;X;;;;;;;X;
6917;STACJA PALIW;KAJCA GRZEGORZ P.H.U. "DAGAS";SOSONOWIEC, UL. ORLĄT LWOWSKICH 46;SOSNOWIEC;41-208;ŚLĄSKIE;SOSNOWIEC;X;X;X;;;;;;;X;
6918;STACJA PALIW;STACJA LPG PIOTR LOREK, IRENEUSZ LOREK S.C.;SOSNOWIEC, UL. LENARTOWICZA 63B;SOSNOWIEC;41-200;ŚLĄSKIE;SOSNOWIEC;;;;;;;;;;X;
6919;STACJA PALIW;SHELL POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;MIKOŁAJCZYKA 31B;SOSNOWIEC;41-200;ŚLĄSKIE;SOSNOWIEC;X;X;X;;;;;;;X;
6920;STACJA PALIW;SHELL POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;BRACI MIEROSZEWSKICH 95;SOSNOWIEC;41-219;ŚLĄSKIE;SOSNOWIEC;X;X;X;;;;;;;X;
6921;STACJA PALIW;AUCHAN POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;ZUZANNY 20;SOSNOWIEC;41-221;ŚLĄSKIE;SOSNOWIEC;X;X;X;;;;;;;X;
6922;STACJA PALIW;CIRCLE K POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ;WOJSKA POLSKIEGO/KOPALNIANA;SOSNOWIEC;41-200;ŚLĄSKIE;SOSNOWIEC;X;X;X;;;;;;;;
6923;STACJA PALIW;VITKOWICE MILMET S.A.;GROTA ROWECKIEGO 130;SOSNOWIEC;41-214;ŚLĄSKIE;SOSNOWIEC;;;;;;;;;;;X
